listed_company_id,content,min_required_share,max_required_share,memo
2927,"自社子会社商品割引券（1,000円） 10枚",1000,-1,"※自社子会社通販カタログ（健康食品・化粧品）にて利用可。3,000円以上の買物につき3,000円ごとに1枚利用可"
2927,"自社子会社商品引換券（2,500円） 2枚",500,1000,※自社子会社通販カタログ（健康食品・化粧品）にて利用可
2927,"自社子会社商品引換券（2,500円） 6枚",1000,-1,※自社子会社通販カタログ（健康食品・化粧品）にて利用可
2930,"4,422円相当の自社商品（アイクリーム｢メンズアイキララ｣）",100,-1,-
2931,(1)自社指定商品（健康食品）(2)自社指定商品割引販売カタログ (1)1品および(2),100,500,-
2931,(1)自社指定商品（健康食品）(2)自社指定商品割引販売カタログ (1)2品および(2),500,-1,-
2975,"1,000円相当のクオカード",100,-1,-
3001,"自社製品等 1,000円相当",100,1000,※肌着・蜂蜜・｢コクーンシティ｣買物券・富岡製糸場への寄付等より1品選択。3年以上継続保有の場合2品選択
3001,"自社製品等 2,000円相当",1000,3000,※肌着・蜂蜜・｢コクーンシティ｣買物券・富岡製糸場への寄付等より1品選択。3年以上継続保有の場合2品選択
3001,"自社製品等 4,000円相当",3000,-1,※肌着・蜂蜜・｢コクーンシティ｣買物券・富岡製糸場への寄付等より1品選択。3年以上継続保有の場合2品選択
3001,自社オンラインショップ｢片倉の国産はちみつ専門店｣10%割引券,100,-1,-
3002,"(1)自社商品（肌着・パジャマ・靴下）または(2)｢ＧＵＮＺＥクーポン｣のポイント付与 (1)2,000円相当または(2)2,000ポイント",100,300,（9月のみ）※(1)は株主優待専用カタログより選択。(2)は1ポイントで1円相当、自社オンラインストアで利用可※3年以上5年未満継続保有の場合(1)・(2)は5割増、5年以上継続保有の場合10割増※優待品に代えて社会貢献活動への寄付選択可
3002,"(1)自社商品（肌着・パジャマ・靴下）または(2)｢ＧＵＮＺＥクーポン｣のポイント付与 (1)4,000円相当または(2)4,000ポイント",300,-1,（9月のみ）※(1)は株主優待専用カタログより選択。(2)は1ポイントで1円相当、自社オンラインストアで利用可※3年以上5年未満継続保有の場合(1)・(2)は5割増、5年以上継続保有の場合10割増※優待品に代えて社会貢献活動への寄付選択可
3002,自社通販カタログ掲載商品30%割引,100,-1,-
3003,"3,000円相当の商品",300,-1,※株主優待カタログより1点選択※同一株主番号で3年以上継続保有の場合2点選択
3020,"株主優待ポイント付与 1,000ポイント",100,200,※ポイントは自社グループ店舗およびインターネット通販で利用可、株主通信掲載商品と交換可。1ポイントで1円相当
3020,"株主優待ポイント付与 2,000ポイント",200,1000,※ポイントは自社グループ店舗およびインターネット通販で利用可、株主通信掲載商品と交換可。1ポイントで1円相当
3020,"株主優待ポイント付与 3,000ポイント",1000,10000,※ポイントは自社グループ店舗およびインターネット通販で利用可、株主通信掲載商品と交換可。1ポイントで1円相当
3020,"株主優待ポイント付与 10,000ポイント",10000,-1,※ポイントは自社グループ店舗およびインターネット通販で利用可、株主通信掲載商品と交換可。1ポイントで1円相当
3023,500円相当の自社オリジナル・クオカード,100,-1,"※1年以上継続保有の場合1,000円相当※株主1名につき50円を環境基金、60円を社会貢献活動団体に会社がそれぞれ寄付"
3024,"1,000円相当のクオカード",100,-1,-
3028,"優待券 2,000円相当",100,500,※国内自社店舗・フィットネスクラブ・スキー場・ゴルフ場等で利用可
3028,"優待券 5,000円相当",500,1000,※国内自社店舗・フィットネスクラブ・スキー場・ゴルフ場等で利用可
3028,"優待券 7,500円相当",1000,-1,※国内自社店舗・フィットネスクラブ・スキー場・ゴルフ場等で利用可
3030,"飲食券（1,000円） 1枚",100,300,-
3030,"飲食券（1,000円） 3枚",300,500,-
3030,"飲食券（1,000円） 5枚",500,-1,-
3034,"カタログギフト 3,000円相当",100,500,"※1年以上継続保有の場合、100株以上500株未満の株主には5,000円相当、500株以上は7,000円相当"
3034,"カタログギフト 5,000円相当",500,-1,"※1年以上継続保有の場合、100株以上500株未満の株主には5,000円相当、500株以上は7,000円相当"
3036,"カタログギフト 2,000円相当",100,1000,※1年以上継続保有した株主のみに贈呈※カタログより1点選択※3年以上継続保有の場合2点選択
3036,"カタログギフト 3,000円相当",1000,-1,※1年以上継続保有した株主のみに贈呈※カタログより1点選択※3年以上継続保有の場合2点選択
3038,"｢業務スーパー｣商品券 1,000円相当",100,1000,"※商品券と引換えに自社グループ商品詰合せと交換可※3年以上継続保有の場合、100株以上1,000株未満の株主には｢業務スーパー｣商品券3,000円相当、1,000株以上2,000株未満は同15,000円相当、2,000株以上は同20,000円相当"
3038,"｢業務スーパー｣商品券 10,000円相当",1000,2000,"※商品券と引換えに自社グループ商品詰合せと交換可※3年以上継続保有の場合、100株以上1,000株未満の株主には｢業務スーパー｣商品券3,000円相当、1,000株以上2,000株未満は同15,000円相当、2,000株以上は同20,000円相当"
3038,"｢業務スーパー｣商品券 15,000円相当",2000,-1,"※商品券と引換えに自社グループ商品詰合せと交換可※3年以上継続保有の場合、100株以上1,000株未満の株主には｢業務スーパー｣商品券3,000円相当、1,000株以上2,000株未満は同15,000円相当、2,000株以上は同20,000円相当"
3041,"商品購入割引または商品購入無料 商品購入割引（上限20,000円）40%割引",100,1000,※自社グループ運営サイト｢胡蝶蘭ビズ｣または｢フランネリカ楽天市場店｣または自社グループ店舗（一部除く）で利用可
3041,"商品購入割引または商品購入無料 商品購入割引（上限20,000円）60%割引",1000,10000,※自社グループ運営サイト｢胡蝶蘭ビズ｣または｢フランネリカ楽天市場店｣または自社グループ店舗（一部除く）で利用可
3041,"商品購入割引または商品購入無料 商品購入割引（上限20,000円）80%割引",10000,20000,※自社グループ運営サイト｢胡蝶蘭ビズ｣または｢フランネリカ楽天市場店｣または自社グループ店舗（一部除く）で利用可
3041,"商品購入割引または商品購入無料 商品購入無料（上限20,000円）",20000,-1,※自社グループ運営サイト｢胡蝶蘭ビズ｣または｢フランネリカ楽天市場店｣または自社グループ店舗（一部除く）で利用可
3041,フラワーアレンジメント教室招待券,100,1000,※東京・熊本にて開催
3041,"熊本県特産品 2,000円相当",1000,5000,※3年以上継続保有した株主のみに贈呈
3041,"熊本県特産品 5,000円相当",5000,-1,※3年以上継続保有した株主のみに贈呈
3045,"(1)ハンカチまたは(2)自社製品 (1)1枚または(2)1,500円相当",100,200,※毎年、会社が(1)または(2)を選定
3045,"(1)ハンカチまたは(2)自社製品 (1)2枚または(2)3,000円相当",200,-1,※毎年、会社が(1)または(2)を選定
3046,"5,000円相当の買物優待券1枚",100,-1,※自社グループ国内直営店舗および自社オンラインショップ（一部除く）で1回の買物につき1枚利用可
3048,"買物優待券（1,000円） 1枚",100,500,（8月のみ）※1年以上2年未満継続保有（株主名簿に連続3回以上5回未満記載）の株主には1枚、2年以上継続保有（連続5回以上記載）は2枚追加
3048,"買物優待券（1,000円） 2枚",500,1000,（8月のみ）※1年以上2年未満継続保有（株主名簿に連続3回以上5回未満記載）の株主には1枚、2年以上継続保有（連続5回以上記載）は2枚追加
3048,"買物優待券（1,000円） 5枚",1000,10000,（8月のみ）※1年以上2年未満継続保有（株主名簿に連続3回以上5回未満記載）の株主には1枚、2年以上継続保有（連続5回以上記載）は2枚追加
3048,"買物優待券（1,000円） 25枚",10000,-1,（8月のみ）※1年以上2年未満継続保有（株主名簿に連続3回以上5回未満記載）の株主には1枚、2年以上継続保有（連続5回以上記載）は2枚追加
3048,"買物優待券（1,000円） 2枚",100,500,（2月のみ）
3048,"買物優待券（1,000円） 3枚",500,1000,（2月のみ）
3048,"買物優待券（1,000円） 5枚",1000,10000,（2月のみ）
3048,"買物優待券（1,000円） 25枚",10000,-1,（2月のみ）
3050,買物優待券 500円相当,100,500,"※ＤＣＭグループ各店舗で利用可（自社グループオンラインショップ・｢ケーヨーデイツー｣等一部店舗を除く）※3年以上継続保有の場合、100株以上500株未満の株主には2,000円相当、500株以上1,000株未満は3,000円相当、1,000株以上は5,000円相当を贈呈"
3050,"買物優待券 1,000円相当",500,1000,"※ＤＣＭグループ各店舗で利用可（自社グループオンラインショップ・｢ケーヨーデイツー｣等一部店舗を除く）※3年以上継続保有の場合、100株以上500株未満の株主には2,000円相当、500株以上1,000株未満は3,000円相当、1,000株以上は5,000円相当を贈呈"
3050,"買物優待券 2,000円相当",1000,-1,"※ＤＣＭグループ各店舗で利用可（自社グループオンラインショップ・｢ケーヨーデイツー｣等一部店舗を除く）※3年以上継続保有の場合、100株以上500株未満の株主には2,000円相当、500株以上1,000株未満は3,000円相当、1,000株以上は5,000円相当を贈呈"
3053,(1)優待食事券（500円）または(2)自社商品（ハンバーグ・｢ペッパーライス｣） (1)2枚,100,300,※(1)は自社および自社グループ店舗（一部除く）で利用可
3053,(1)優待食事券（500円）または(2)自社商品（ハンバーグ・｢ペッパーライス｣） (1)6枚または(2)1セット,300,1500,※(1)は自社および自社グループ店舗（一部除く）で利用可
3053,(1)優待食事券（500円）または(2)自社商品（ハンバーグ・｢ペッパーライス｣） (1)12枚または(2)2セット,1500,3000,※(1)は自社および自社グループ店舗（一部除く）で利用可
3053,(1)優待食事券（500円）または(2)自社商品（ハンバーグ・｢ペッパーライス｣） (1)18枚または(2)3セット,3000,-1,※(1)は自社および自社グループ店舗（一部除く）で利用可
3054,"1,000円相当のクオカード",100,-1,-
3058,"図書カード 1,000円相当",100,200,※1年以上継続保有（3月および9月の株主名簿に連続3回以上記載）した株主のみに贈呈
3058,"図書カード 2,000円相当",200,-1,※1年以上継続保有（3月および9月の株主名簿に連続3回以上記載）した株主のみに贈呈
3058,株主優待カード（(1)レンタル料金および(2)販売料金の割引）1枚 (1)20%(2)2%,100,200,（9月のみ）
3058,株主優待カード（(1)レンタル料金および(2)販売料金の割引）1枚 (1)30%(2)3%,200,1000,（9月のみ）
3058,株主優待カード（(1)レンタル料金および(2)販売料金の割引）1枚 (1)40%(2)4%,1000,2000,（9月のみ）
3058,株主優待カード（(1)レンタル料金および(2)販売料金の割引）1枚 (1)50%(2)5%,2000,10000,（9月のみ）
3058,株主優待カード（(1)レンタル料金および(2)販売料金の割引）1枚 (1)60%(2)6%,10000,-1,（9月のみ）
3059,"2,000円相当の自社買物券",100,-1,-
3063,"食事優待券（1,000円） 2枚",100,200,※金曜および12月全日のディナータイムは利用不可※釣銭支払いおよび現金との引換え不可※有効期間：1年※食事優待券4枚と引換えに自社グループ商品（牛もつ鍋等）と交換可
3063,"食事優待券（1,000円） 4枚",200,600,※金曜および12月全日のディナータイムは利用不可※釣銭支払いおよび現金との引換え不可※有効期間：1年※食事優待券4枚と引換えに自社グループ商品（牛もつ鍋等）と交換可
3063,"食事優待券（1,000円） 8枚",600,1000,※金曜および12月全日のディナータイムは利用不可※釣銭支払いおよび現金との引換え不可※有効期間：1年※食事優待券4枚と引換えに自社グループ商品（牛もつ鍋等）と交換可
3063,"食事優待券（1,000円） 12枚",1000,-1,※金曜および12月全日のディナータイムは利用不可※釣銭支払いおよび現金との引換え不可※有効期間：1年※食事優待券4枚と引換えに自社グループ商品（牛もつ鍋等）と交換可
3064,"3,000円相当の自社プライベートブランド商品（ＤＩＹ用品等）",100,-1,"※6カ月以上継続保有した株主のみに贈呈。3年以上5年未満継続保有の場合5,000円相当、5年以上継続保有の場合7,000円相当"
3065,"(1)優待券または(2)ジェフグルメカード (1)1,000円相当または(2)500円相当",100,200,-
3065,"(1)優待券または(2)ジェフグルメカード (1)3,000円相当または(2)1,500円相当",200,500,-
3065,"(1)優待券または(2)ジェフグルメカード (1)6,000円相当または(2)3,000円相当",500,-1,-
3067,優待券 1枚,500,1500,※1枚につき｢泳ぎとらふぐコース｣1人前等複数より1点選択
3067,優待券 2枚,1500,2500,※1枚につき｢泳ぎとらふぐコース｣1人前等複数より1点選択
3067,優待券 3枚,2500,3500,※1枚につき｢泳ぎとらふぐコース｣1人前等複数より1点選択
3067,優待券 4枚,3500,4500,※1枚につき｢泳ぎとらふぐコース｣1人前等複数より1点選択
3067,優待券 5枚,4500,-1,※1枚につき｢泳ぎとらふぐコース｣1人前等複数より1点選択
3068,"株主優待券 3,000円相当",100,500,※自社グループ国内店舗（一部除く）で利用可
3068,"株主優待券 20,000円相当",500,1000,※自社グループ国内店舗（一部除く）で利用可
3068,"株主優待券 30,000円相当",1000,2000,※自社グループ国内店舗（一部除く）で利用可
3068,"株主優待券 40,000円相当",2000,3000,※自社グループ国内店舗（一部除く）で利用可
3068,"株主優待券 50,000円相当",3000,5000,※自社グループ国内店舗（一部除く）で利用可
3068,"株主優待券 60,000円相当",5000,-1,※自社グループ国内店舗（一部除く）で利用可
3068,株主優待カード（20%割引）,100,-1,※自社グループ国内直営店舗（一部除く）で利用可
3069,"(1)3,000円相当の商品（食事券・酒類・食品等）より選択または(2)6,000円相当の商品（食事券・酒類・食品等）より選択または(3)15,000円相当の商品（食事券・酒類・食品等）より選択 (1)1点",500,1000,"※2,000株以上の株主は(3)に代えて(1)および(2)より複数選択可（合計15,000円相当）※食事券は｢牛角｣（一部除く）、｢とりでん｣、｢とり鉄｣、｢タコベル｣等で利用可"
3069,"(1)3,000円相当の商品（食事券・酒類・食品等）より選択または(2)6,000円相当の商品（食事券・酒類・食品等）より選択または(3)15,000円相当の商品（食事券・酒類・食品等）より選択 (1)2点または(2)1点",1000,2000,"※2,000株以上の株主は(3)に代えて(1)および(2)より複数選択可（合計15,000円相当）※食事券は｢牛角｣（一部除く）、｢とりでん｣、｢とり鉄｣、｢タコベル｣等で利用可"
3069,"(1)3,000円相当の商品（食事券・酒類・食品等）より選択または(2)6,000円相当の商品（食事券・酒類・食品等）より選択または(3)15,000円相当の商品（食事券・酒類・食品等）より選択 (3)1点",2000,-1,"※2,000株以上の株主は(3)に代えて(1)および(2)より複数選択可（合計15,000円相当）※食事券は｢牛角｣（一部除く）、｢とりでん｣、｢とり鉄｣、｢タコベル｣等で利用可"
3071,"優待割引券（1,000円） 1枚",100,2500,※自社インターネットショッピングサイトで利用可
3071,"優待割引券（1,000円） 3枚",2500,5000,※自社インターネットショッピングサイトで利用可
3071,"優待割引券（1,000円） 5枚",5000,-1,※自社インターネットショッピングサイトで利用可
3073,"(1)｢ＤＤポイント｣のポイント付与または(2)株主優待券（1,000円）または(3)お米 (1)6,000ポイントまたは(2)6枚",100,600,※(1)は1ポイントで1円相当。1ポイントごと（一部店舗は10ポイント）に自社グループ店舗（一部除く）で利用可。ポイントに応じて電化製品・旅行等と交換可
3073,"(1)｢ＤＤポイント｣のポイント付与または(2)株主優待券（1,000円）または(3)お米 (1)12,000ポイントまたは(2)12枚または(3)5ｋｇ",600,1200,※(1)は1ポイントで1円相当。1ポイントごと（一部店舗は10ポイント）に自社グループ店舗（一部除く）で利用可。ポイントに応じて電化製品・旅行等と交換可
3073,"(1)｢ＤＤポイント｣のポイント付与または(2)株主優待券（1,000円）または(3)お米 (1)24,000ポイントまたは(2)24枚または(3)10ｋｇ",1200,6000,※(1)は1ポイントで1円相当。1ポイントごと（一部店舗は10ポイント）に自社グループ店舗（一部除く）で利用可。ポイントに応じて電化製品・旅行等と交換可
3073,"(1)｢ＤＤポイント｣のポイント付与または(2)株主優待券（1,000円）または(3)お米 (1)36,000ポイントまたは(2)36枚または(3)15ｋｇ",6000,12000,※(1)は1ポイントで1円相当。1ポイントごと（一部店舗は10ポイント）に自社グループ店舗（一部除く）で利用可。ポイントに応じて電化製品・旅行等と交換可
3073,"(1)｢ＤＤポイント｣のポイント付与または(2)株主優待券（1,000円）または(3)お米 (1)48,000ポイントまたは(2)48枚または(3)20ｋｇ",12000,-1,※(1)は1ポイントで1円相当。1ポイントごと（一部店舗は10ポイント）に自社グループ店舗（一部除く）で利用可。ポイントに応じて電化製品・旅行等と交換可
3075,優待食事券 500円相当,100,500,※500株以上の株主は優待食事券全てと引換えに同額相当の自社特選品と交換可
3075,"優待食事券 2,500円相当",500,1000,※500株以上の株主は優待食事券全てと引換えに同額相当の自社特選品と交換可
3075,"優待食事券 5,000円相当",1000,-1,※500株以上の株主は優待食事券全てと引換えに同額相当の自社特選品と交換可
3077,"おこめ券 2,000円相当",100,500,-
3077,"おこめ券 5,000円相当",500,1000,-
3077,"おこめ券 10,000円相当",1000,-1,-
3079,"クオカード 1,000円相当",100,200,-
3079,"クオカード 2,000円相当",200,-1,-
3082,"優待券（3,000円） 1枚",100,500,-
3082,"優待券（3,000円） 3枚",500,-1,-
3085,食事券（550円） 2枚,100,200,-
3085,食事券（550円） 4枚,200,1000,-
3085,食事券（550円） 20枚,1000,-1,-
3086,｢大丸｣・｢松坂屋｣買物優待カード（10%割引） 買物限度額 年間50万円,100,500,※各店での買物（一部除外品有）に利用可。各店の有料文化催事および｢パルコ｣の有料展覧会の無料入場カード（本人・同伴1名まで、一部対象外催事有）としても利用可※8月末の新規株主に対しても上記の限度額を半額に設定して同カードを発行※100株以上を3年以上継続保有の場合、買物限度額は100万円増
3086,｢大丸｣・｢松坂屋｣買物優待カード（10%割引） 買物限度額 年間100万円,500,1000,※各店での買物（一部除外品有）に利用可。各店の有料文化催事および｢パルコ｣の有料展覧会の無料入場カード（本人・同伴1名まで、一部対象外催事有）としても利用可※8月末の新規株主に対しても上記の限度額を半額に設定して同カードを発行※100株以上を3年以上継続保有の場合、買物限度額は100万円増
3086,"｢大丸｣・｢松坂屋｣買物優待カード（10%割引） 買物限度額 年間200万円（以下1,000株ごとに100万円増）",1000,4000,※各店での買物（一部除外品有）に利用可。各店の有料文化催事および｢パルコ｣の有料展覧会の無料入場カード（本人・同伴1名まで、一部対象外催事有）としても利用可※8月末の新規株主に対しても上記の限度額を半額に設定して同カードを発行※100株以上を3年以上継続保有の場合、買物限度額は100万円増
3086,｢大丸｣・｢松坂屋｣買物優待カード（10%割引） 買物限度額 年間500万円,4000,-1,※各店での買物（一部除外品有）に利用可。各店の有料文化催事および｢パルコ｣の有料展覧会の無料入場カード（本人・同伴1名まで、一部対象外催事有）としても利用可※8月末の新規株主に対しても上記の限度額を半額に設定して同カードを発行※100株以上を3年以上継続保有の場合、買物限度額は100万円増
3086,｢パルコ｣買物優待券（100円割引）40枚,100,-1,"※2,000円以上の買物につき2,000円ごとに1枚利用可※8月末の新規株主に対しても同20枚を送付"
3087,"株主優待カード 1,000円相当",100,300,※｢ドトールコーヒーショップ｣、｢エクセルシオール カフェ｣で利用可
3087,"株主優待カード 3,000円相当",300,500,※｢ドトールコーヒーショップ｣、｢エクセルシオール カフェ｣で利用可
3087,"株主優待カード 5,000円相当",500,-1,※｢ドトールコーヒーショップ｣、｢エクセルシオール カフェ｣で利用可
3088,"自社グループ商品券 2,000円相当",100,500,※自社グループ店舗（一部除く）で利用可
3088,"自社グループ商品券 3,000円相当",500,1000,※自社グループ店舗（一部除く）で利用可
3088,"自社グループ商品券 5,000円相当",1000,-1,※自社グループ店舗（一部除く）で利用可
3089,"1,000円相当のクオカード",100,-1,-
3091,"(1)食事優待券または(2)新潟県魚沼産コシヒカリ (1)2,000円相当",100,200,-
3091,"(1)食事優待券または(2)新潟県魚沼産コシヒカリ (1)3,000円相当または(2)2ｋｇ",200,500,-
3091,"(1)食事優待券または(2)新潟県魚沼産コシヒカリ (1)5,000円相当または(2)4ｋｇ",500,1000,-
3091,"(1)食事優待券または(2)新潟県魚沼産コシヒカリ (1)8,000円相当または(2)5ｋｇ",1000,2000,-
3091,"(1)食事優待券または(2)新潟県魚沼産コシヒカリ (1)15,000円相当または(2)10ｋｇ",2000,-1,-
3093,｢トレジャーチケット｣（自社優待券1枚、プレゼント抽選券、買取金額アップクーポン券）,100,-1,"※優待券は100株以上200株未満の株主には1,000円相当、200株以上は2,000円相当"
3096,(1)株主優待券（200円）または(2)新潟県魚沼産お米 (1)10枚または(2)3ｋｇ,200,500,"※(1)は新潟県内在住株主が対象、1,000円以上の買物につき1,000円ごとに1枚利用可（新潟県内の店舗・営業所に限る、一部店舗除く）。(2)は新潟県外在住株主が対象。3月株主にはコシヒカリ、9月株主には新之助＜有効期限＞3月株主：翌年1月末9月株主：翌年7月末"
3096,(1)株主優待券（200円）または(2)新潟県魚沼産お米 (1)25枚または(2)5ｋｇ,500,1000,"※(1)は新潟県内在住株主が対象、1,000円以上の買物につき1,000円ごとに1枚利用可（新潟県内の店舗・営業所に限る、一部店舗除く）。(2)は新潟県外在住株主が対象。3月株主にはコシヒカリ、9月株主には新之助＜有効期限＞3月株主：翌年1月末9月株主：翌年7月末"
3096,(1)株主優待券（200円）または(2)新潟県魚沼産お米 (1)50枚または(2)10ｋｇ,1000,-1,"※(1)は新潟県内在住株主が対象、1,000円以上の買物につき1,000円ごとに1枚利用可（新潟県内の店舗・営業所に限る、一部店舗除く）。(2)は新潟県外在住株主が対象。3月株主にはコシヒカリ、9月株主には新之助＜有効期限＞3月株主：翌年1月末9月株主：翌年7月末"
3097,"(1)優待食事券または(2)お米 (1)2,500円相当または(2)2.5ｋｇ",100,300,※(1)は自社グループ店舗で利用可※優待食事券を全て返送することにより(2)と交換可
3097,"(1)優待食事券または(2)お米 (1)5,000円相当または(2)5ｋｇ",300,600,※(1)は自社グループ店舗で利用可※優待食事券を全て返送することにより(2)と交換可
3097,"(1)優待食事券または(2)お米 (1)10,000円相当または(2)10ｋｇ",600,900,※(1)は自社グループ店舗で利用可※優待食事券を全て返送することにより(2)と交換可
3097,"(1)優待食事券または(2)お米 (1)15,000円相当または(2)15ｋｇ",900,-1,※(1)は自社グループ店舗で利用可※優待食事券を全て返送することにより(2)と交換可
3098,"買物優待券 2,000円相当",100,500,※調剤診療、介護関連の支払いには利用不可※買物優待券全てと引換えに同等額のギフトカタログ掲載商品と交換可※買物優待券使用額の10%を会社が社会貢献活動に寄付
3098,"買物優待券 3,000円相当",500,1000,※調剤診療、介護関連の支払いには利用不可※買物優待券全てと引換えに同等額のギフトカタログ掲載商品と交換可※買物優待券使用額の10%を会社が社会貢献活動に寄付
3098,"買物優待券 5,000円相当",1000,-1,※調剤診療、介護関連の支払いには利用不可※買物優待券全てと引換えに同等額のギフトカタログ掲載商品と交換可※買物優待券使用額の10%を会社が社会貢献活動に寄付
3099,株主優待カード（10%割引） 買物限度額 30万円,100,300,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 40万円,300,500,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 50万円,500,1000,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 100万円,1000,3000,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 150万円,3000,5000,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 200万円,5000,10000,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3099,株主優待カード（10%割引） 買物限度額 300万円,10000,-1,※9月末時点の新規株主に対しても上記の買物限度額を半額に設定して同カードを発行※2年以上継続保有かつ300株以上の株主には買物限度額を2倍に設定して発行※100円（税抜）以上の買物で利用可。三越、伊勢丹、ジェイアール京都伊勢丹、岩田屋、札幌・函館丸井今井の各店および三越伊勢丹オンラインストアで利用可。一部対象外有※優待カードの提示により施設・ショップ・提携ホテル等の割引、有料催事・文化展の無料入場（本人・同伴者1名まで）、買物による駐車場サービスを1時間延長等有。割引率は施設により異なる。一部対象外有
3105,"3,000円相当の自社グループ製品詰合せ（クッキングシート等不織布製品）",1000,-1,※優待品に代えて社会貢献活動への寄付選択可
3113,ハワイリゾートゴルフ場無料プレー券,100,100,※期間中2回利用可※1枚で4名まで利用可
3113,"｢クリストフル｣特別優待券 2,000円相当",100,1000,"※自社指定店舗および専用サイトで利用可※3年以上継続保有の場合、100株以上1,000株未満の株主には5,000円相当、1,000株以上は10,000円相当"
3113,"｢クリストフル｣特別優待券 4,000円相当",1000,-1,"※自社指定店舗および専用サイトで利用可※3年以上継続保有の場合、100株以上1,000株未満の株主には5,000円相当、1,000株以上は10,000円相当"
3121,"50,000円相当のクオカード",10000,-1,-
3132,"クオカードまたはカタログギフトまたは｢クラブオフ｣会員サービス 1,000円相当のクオカード",100,200,※｢クラブオフ｣会員サービスは宿泊施設、レジャー・スポーツ施設、ショッピング等の各種サービスを割引料金で利用可※有効期間中複数回利用可
3132,"クオカードまたはカタログギフトまたは｢クラブオフ｣会員サービス 3,000円相当のカタログギフトまたは｢クラブオフ｣会員サービス",200,500,※｢クラブオフ｣会員サービスは宿泊施設、レジャー・スポーツ施設、ショッピング等の各種サービスを割引料金で利用可※有効期間中複数回利用可
3132,"クオカードまたはカタログギフトまたは｢クラブオフ｣会員サービス 3,000円相当のカタログギフトおよび｢クラブオフ｣会員サービス",500,-1,※｢クラブオフ｣会員サービスは宿泊施設、レジャー・スポーツ施設、ショッピング等の各種サービスを割引料金で利用可※有効期間中複数回利用可
3133,"(1)食事優待券および(2)食事割引券（20%割引）または(3)おこめ券 (1)2,000円相当および(2)10枚または(3)2ｋｇ分",100,200,※(1)(2)は自社店舗（一部除く）で利用可
3133,"(1)食事優待券および(2)食事割引券（20%割引）または(3)おこめ券 (1)4,000円相当および(2)10枚または(3)4ｋｇ分",200,500,※(1)(2)は自社店舗（一部除く）で利用可
